,cycle,id,transid,crpfilterid,recipcode,pacshort,crprecipname,expcode,amount,date,city,state,zip,cmtelid_ef,candid,type,descrip,pg,elecother,enttype,source
7786,2016,501178,SBCCUV234945,N00033085,RI,,,A40,597,01/05/2016,,NY,,,,,TRAVEL,,,ORG,@auto
7787,2016,501240,SBCCUV234854,N00033085,RI,,,A40,149,01/05/2016,DALLAS,TX,,,,,TRAVEL,,,ORG,@auto
7788,2016,501259,SBCCUV234959,N00033085,RI,,,A40,410,01/05/2016,DALLAS,TX,,,,,TRAVEL,,,ORG,@auto
7789,2016,501296,SBCCUV234887,N00033085,RI,,Uber,A40,19,01/05/2016,,CA,,,,,TRAVEL,,,ORG,@auto
7790,2016,501298,SBCCUV234893,N00033085,RI,,Uber,A40,9,01/05/2016,,CA,,,,,TRAVEL,,,ORG,@auto
7791,2016,501425,SB23EXP8855,N00033085,RI,,Amtrak,A40,189,01/13/2016,WASHINGTON,DC,,,,,TRAVEL,,,ORG,@auto
7792,2016,501682,SB23990286,N00033085,RI,,,W10,23000,01/20/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
7793,2016,501704,SB23990290,N00033085,RI,,,W10,231,01/20/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
7795,2016,501761,SB23EXP8828,N00033085,RI,,,A40,449,01/27/2016,,TX,,,,,TRAVEL,,,ORG,@auto
7796,2016,501802,SB23EXP8968,N00033085,RI,,United,A40,804,01/27/2016,HOUSTON,TX,,,,,TRAVEL,,,ORG,@auto
7798,2016,501995,SB23UV8906,N00009975,RI,,,A40,482,01/12/2016,,TX,,,,,TRAVEL,,,ORG,@auto
7801,2016,502202,D621626,C00035600,DP,,,W10,1132,12/18/2015,,IA,,,,,Payroll,G2016,,IND,@auto
7805,2016,502504,SB23289337,N00023864,RO,,,W10,1250,01/29/2016,,NY,,,,,PAYROLL,P2016,,IND,@auto
7806,2016,502535,SB23289224,N00023864,RO,,,W10,1454,01/21/2016,,NY,,,,,PAYROLL,P2016,,IND,@auto
7810,2016,502656,VQBGB9HPDY0,N00037007,DL,,,W10,2166,01/29/2016,Laurel,MD,207231254,,,,Payroll,P2016,,IND,@auto
7811,2016,502819,SB23I19265,N00030612,RI,,,A30,30,01/14/2016,SEATTLE,WA,981343717,,,,FOOD/BEVERAGE,,,ORG,@new
7813,2016,503100,SB23I19503,N00030612,RI,,,A40,28,01/11/2016,ANKENY,IA,,,,,FUEL,,,ORG,@new
7814,2016,503136,SB23I19411,N00030612,RI,,,A40,197,01/03/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7817,2016,503424,SB23I21333,N00030612,RI,,,A30,136,01/29/2016,ORLANDO,FL,328274032,,,,FOOD/BEVERAGE,,,ORG,@new
7818,2016,503431,SB23I21653,N00030612,RI,,,A40,450,01/01/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7819,2016,503454,SB23I21633,N00030612,RI,,Uber,A40,6,01/11/2016,,CA,,,,,TRANSPORTATION,,,ORG,@auto
7820,2016,503471,SB23I21618,N00030612,RI,,Amtrak,A40,88,01/22/2016,WASHINGTON,DC,205494285,,,,TRANSPORTATION,,,ORG,@auto
7821,2016,503475,SB23I21645,N00030612,RI,,Uber,A40,14,01/22/2016,,CA,,,,,TRANSPORTATION,,,ORG,@auto
7822,2016,503483,SB23I21535,N00030612,RI,,,A40,526,01/01/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7823,2016,503485,SB23I21537,N00030612,RI,,,A40,374,01/01/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7824,2016,503686,SB23I21070,N00030612,RI,,Gogoair,A70,9,01/14/2016,CHICAGO,IL,606061286,,,,INTERNET,,,ORG,ManAD
7825,2016,503813,SB23I21754,N00030612,RI,,Uber,A40,7,01/08/2016,,CA,,,,,TRANSPORTATION,,,ORG,@auto
7826,2016,503916,SB23I21321,N00030612,RI,,,A40,203,01/21/2016,BETHESDA,MD,,,,,LODGING,,,ORG,@auto
7827,2016,503994,SB23I20024,N00030612,RI,,,A40,152,01/01/2016,DALLAS,TX,752351908,,,,AIRFARE,,,ORG,@auto
7829,2016,504064,SB23I20075,N00030612,RI,,,A40,140,01/02/2016,BETHESDA,MD,208171102,,,,LODGING,,,ORG,@auto
7830,2016,504144,SB23I20195,N00030612,RI,,,A40,24,01/04/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7831,2016,504159,SB23I20210,N00030612,RI,,,A40,291,01/04/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7832,2016,504209,SB23I20301,N00030612,RI,,,A40,19,01/06/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7833,2016,504219,SB23I20311,N00030612,RI,,,A40,316,01/06/2016,,TX,,,,,AIRFARE,,,ORG,@auto
7834,2016,504246,SB23I20259,N00030612,RI,,,U10,2,01/06/2016,MEMPHIS,TN,381164117,,,,SHIPPING,,,ORG,@new
7835,2016,504312,SB23I20370,N00030612,RI,,,A40,349,01/08/2016,ATLANTA,GA,,,,,AIRFARE,,,ORG,@auto
7836,2016,504329,SB23I20337,N00030612,RI,,,A40,101,01/08/2016,MCLEAN,VA,221023388,,,,LODGING,,,ORG,@auto
7837,2016,504361,SB23I20393,N00030612,RI,,,A40,200,01/08/2016,BETHESDA,MD,,,,,LODGING,,,ORG,@auto
7838,2016,504442,SB23I20430,N00030612,RI,,,A40,155,01/11/2016,MCLEAN,VA,221023388,,,,LODGING,,,ORG,@auto
7839,2016,504465,SB23I20470,N00030612,RI,,Uber,A40,14,01/11/2016,,CA,,,,,TRANSPORTATION,,,ORG,@auto
7840,2016,504518,SB23I20546,N00030612,RI,,,A40,942,01/13/2016,BETHESDA,MD,208171102,,,,LODGING,,,ORG,@auto
7842,2016,504575,SB23I20598,N00030612,RI,,,A40,147,01/14/2016,ATLANTA,GA,,,,,LODGING,,,ORG,@auto
7843,2016,504897,SB23I20809,N00030612,RI,,,A40,330,01/25/2016,ATLANTA,GA,,,,,AIRFARE,,,ORG,@auto
7844,2016,504912,SB23I20793,N00030612,RI,,,U10,156,01/25/2016,MEMPHIS,TN,381164117,,,,SHIPPING,,,ORG,@new
7845,2016,505019,SB23I20963,N00030612,RI,,,A40,456,01/29/2016,BETHESDA,MD,208171102,,,,LODGING,,,ORG,@auto
7846,2016,505073,SB23I21086,N00030612,RI,,,A40,311,01/18/2016,BETHESDA,MD,208171102,,,,LODGING,,,ORG,@auto
7847,2016,505129,SB23I21231,N00030612,RI,,,A40,16,01/24/2016,BETHESDA,MD,,,,,LODGING,,,ORG,@auto
7848,2016,505158,SB23I21139,N00030612,RI,,Uber,A40,6,01/11/2016,,CA,,,,,TRANSPORTATION,,,ORG,@auto
7849,2016,505203,SB23I21154,N00030612,RI,,Uber,A40,8,01/22/2016,,CA,,,,,TRANSPORTATION,,,ORG,@auto
7850,2016,505222,SB23I21157,N00030612,RI,,Uber,A40,13,01/24/2016,,CA,,,,,TRANSPORTATION,,,ORG,@auto
7868,2016,506832,SBCCUV19585,N00033085,RI,,,A40,292,07/03/2015,,TX,,,,,TRAVEL,,,ORG,@auto
7869,2016,506857,SBCCUV19556,N00033085,RI,,Amtrak,A40,238,07/03/2015,WASHINGTON,DC,,,,,TRAVEL,,,ORG,@auto
7871,2016,507197,SB176323,N00034135,DC,,,M30,31,01/31/2016,,CA,,C00509299,,,ADS,P2016,,ORG,@new
7881,2016,507404,SB1712334,N00035311,RI,,,A70,1118,03/16/2016,Greensboro,NC,,,,,Rent,,,ORG,@auto
7883,2016,507478,D640403,N00024842,DI,,Uber,A40,68,03/03/2016,,CA,941031355,,,,Travel,O2016,Convention,ORG,@auto
7889,2016,507773,D586451,N00034254,DI,,,U10,6,05/11/2016,,CA,913623653,,,,Postage,P2016,,ORG,@new
7892,2016,507993,D147502,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7893,2016,508102,SB21B4498316,C00350991,3P,,,W10,986,02/28/2016,Brooklyn,NY,,C00577130,,,Salary,P2016,,IND,@auto
7896,2016,508224,B-S-2879,N00008264,RI,,,A30,126,02/27/2016,Brea,CA,928214956,,,,Food/Beverage,P2016,,ORG,@new
7898,2016,508266,B-S-2805,N00008264,RI,,,A40,737,02/27/2016,,NY,101286804,,,,Travel,P2016,,ORG,@auto
7899,2016,508369,SB23CCUV37168,N00036973,RL,,,A40,890,02/03/2016,,TX,,,,,TRAVEL,,,ORG,@auto
7900,2016,508407,SB23CCUV36946,N00036973,RL,,,A70,191,02/03/2016,DEMOINES,IA,,,,,UTILITIES,,,ORG,@auto
7901,2016,508430,SB23CCUV37044,N00036973,RL,,,A40,35,02/03/2016,,IA,,,,,GAS,,,ORG,@new
7905,2016,508866,SB23CCUV37233,N00036973,RL,,,A40,147,02/03/2016,BELLEVUE,WA,,,,,TRAVEL,,,ORG,@auto
7907,2016,509014,VPE7KA11AZ7,N00000751,DI,,,A70,790,11/30/2015,Caldwell,NJ,070065955,,,,rent,P2016,,ORG,@auto
7908,2016,509197,SB23CCUV37348,N00036973,RL,,,A40,458,02/03/2016,DALLAS,TX,,,,,TRAVEL,,,ORG,@auto
7909,2016,509210,SB23CCUV36828,N00036973,RL,,,A40,146,02/03/2016,,IA,,,,,LODGING,,,ORG,@auto
7911,2016,509321,SB23CCUV36755,N00036973,RL,,,U10,200,02/03/2016,MERRIFIELD,VA,,,,,POSTAGE,,,ORG,@auto
7914,2016,509419,SB231119,N00036973,RL,,Insperity,W10,4219,02/29/2016,DALLAS,TX,,,,,PAYROLL,,,ORG,@auto
7917,2016,509589,BA6EA983AA97E4F6AA3A,N00037427,RL,,,U10,196,04/08/2016,Salem,IN,471679998,,,,Postage,P2016,,ORG,@auto
7918,2016,509639,D163660,N00000019,DO,,,A40,303855,02/08/2016,Ronkonkoma,NY,117797354,,,,Travel,P2016,,ORG,@auto
7919,2016,509689,D138821,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7920,2016,509796,EXPB5644,N00033030,DI,,,A30,113,01/31/2016,,CA,,,,,Food,P2016,,ORG,@new
7922,2016,509971,D138860,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7923,2016,510067,D146500,N00000019,DO,,,W10,1644,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7924,2016,510120,D146940,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7925,2016,510131,D147050,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7926,2016,510281,D138160,N00000019,DO,,,W10,872,02/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7927,2016,510285,D138190,N00000019,DO,,,W10,1149,02/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7928,2016,510344,D138911,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7929,2016,510366,D139161,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7930,2016,510487,D147081,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7931,2016,510512,D147251,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7938,2016,510919,D146162,N00000019,DO,,,W10,2513,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7939,2016,510920,D146172,N00000019,DO,,,W10,1362,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7941,2016,511396,D146163,N00000019,DO,,,W10,1440,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7942,2016,511513,D138514,N00000019,DO,,,W10,2631,02/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7943,2016,511608,D146363,N00000019,DO,,,W10,1339,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7944,2016,511703,D147013,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7945,2016,511741,D147303,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7946,2016,511747,D147363,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7947,2016,511772,D163663,N00000019,DO,,,A40,16492,02/16/2016,Ronkonkoma,NY,117797354,,,,Travel,P2016,,ORG,@auto
7948,2016,511905,D138323,N00000019,DO,,,W10,1371,02/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7949,2016,511951,D138734,N00000019,DO,,,A70,30,02/15/2016,Nashua,NH,030633258,,,,Phone,P2016,,IND,@new
7950,2016,511963,D138914,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7951,2016,512028,D146184,N00000019,DO,,,W10,1142,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7952,2016,512122,D147284,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7955,2016,512302,D138284,N00000019,DO,,,W10,1542,02/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7956,2016,512316,D138784,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7957,2016,512440,D146715,N00000019,DO,,,W10,2743,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7959,2016,512686,D138585,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7961,2016,512941,D163806,N00000019,DO,,,U10,4000,02/18/2016,,NY,,,,,Postage,P2016,,ORG,@new
7962,2016,512948,D163886,N00000019,DO,,Amm,S10,5346,02/05/2016,,TX,761112317,,,,Polling,P2016,,ORG,@new
7963,2016,513036,D138126,N00000019,DO,,,W10,1092,02/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7964,2016,513038,D138146,N00000019,DO,,,W10,2388,02/15/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7965,2016,513128,D139067,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7966,2016,513130,D139087,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7967,2016,513247,D146827,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7968,2016,513289,D147197,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7969,2016,513296,D147257,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7970,2016,513407,D163847,N00000019,DO,,,A70,1190,02/02/2016,Barrington,NH,038255617,,,,Rent,P2016,,ORG,@auto
7971,2016,513540,D139108,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7972,2016,513654,D146778,N00000019,DO,,,W10,1242,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7973,2016,513675,D147018,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7975,2016,513965,D139209,N00000019,DO,,,A70,30,02/15/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7976,2016,513969,D139259,N00000019,DO,,,A70,30,02/15/2016,Nashville,TN,372062606,,,,Phone,P2016,,IND,@new
7977,2016,514009,D146259,N00000019,DO,,,W10,1691,02/29/2016,,NY,101855256,,,,Payroll,P2016,,IND,@auto
7978,2016,514044,D146579,N00000019,DO,,,W10,1017,02/29/2016,Derry,NH,030381200,,,,Payroll,P2016,,IND,@auto
7979,2016,514087,D146969,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7980,2016,514122,D147239,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7981,2016,514156,D147499,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,Phone,P2016,,IND,@new
7982,2016,514182,D163819,N00000019,DO,,,A70,37,02/29/2016,,IA,503060399,,,,Utilities,P2016,,ORG,@auto
7987,2016,514351,D101122,N00000019,DO,,,U30,20,02/06/2016,Littleton,NH,035614521,,,,Venue,P2016,,IND,@new
7988,2016,514381,D149980,N00000019,DO,,,A40,30,12/02/2015,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
7989,2016,514424,D150450,N00000019,DO,,,A40,144,12/11/2015,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
7990,2016,514429,D150510,N00000019,DO,,,A40,504,12/17/2015,Phoenix,AZ,850162023,,,,Travel,P2016,,ORG,@auto
7991,2016,514463,D150900,N00000019,DO,,,U10,32,12/22/2015,,CA,941071366,,,,Shipping,P2016,,ORG,@new
7992,2016,514547,D150041,N00000019,DO,,,A40,22,12/02/2015,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
7993,2016,514661,D151691,N00000019,DO,,,A40,52,12/22/2015,Boston,MA,021094884,,,,Travel,P2016,,ORG,@auto
7994,2016,514856,D149933,N00000019,DO,,,A40,142,12/05/2015,,TX,761552605,,,,Travel,P2016,,ORG,@auto
7995,2016,514899,D150423,N00000019,DO,,,A40,311,12/03/2015,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
7996,2016,514944,D150933,N00000019,DO,,,U10,17,12/29/2015,,CA,941071366,,,,Shipping,P2016,,ORG,@new
7997,2016,515065,D150484,N00000019,DO,,,A40,19,12/18/2015,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
7998,2016,515178,D149955,N00000019,DO,,,A40,35,12/08/2015,,TX,761552605,,,,Travel,P2016,,ORG,@auto
7999,2016,515310,D150255,N00000019,DO,,,A40,9,12/15/2015,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8000,2016,515464,D151686,N00000019,DO,,,A40,52,12/04/2015,Boston,MA,021094884,,,,Travel,P2016,,ORG,@auto
8001,2016,515493,D149867,N00000019,DO,,,A40,287,12/03/2015,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8002,2016,515499,D149937,N00000019,DO,,,A40,142,12/31/2015,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8003,2016,515668,D150028,N00000019,DO,,,A40,30,12/18/2015,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8004,2016,515676,D150118,N00000019,DO,,,A40,9,12/02/2015,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8006,2016,515790,D149948,N00000019,DO,,,A40,90,12/03/2015,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8007,2016,515836,D150099,N00000019,DO,,,A40,9,12/01/2015,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8008,2016,515951,D149809,N00000019,DO,,,A40,683,12/05/2015,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8009,2016,515988,D151970,N00000019,DO,,,A40,355,01/19/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8010,2016,516009,D152230,N00000019,DO,,,A40,9,01/09/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8011,2016,516090,D152890,N00000019,DO,,,A40,18,01/20/2016,,NY,100011107,,,,Travel,P2016,,ORG,@auto
8012,2016,516100,D153000,N00000019,DO,,,U20,600,01/25/2016,,CA,926277298,,,,Software,P2016,,ORG,@new
8013,2016,516109,D153140,N00000019,DO,,,A40,174,01/12/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
8014,2016,516282,D152291,N00000019,DO,,,A40,30,01/11/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8015,2016,516347,D152761,N00000019,DO,,,A40,14,01/11/2016,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
8016,2016,516393,D153301,N00000019,DO,,Doubletree,A40,142,01/03/2016,,VA,221023388,,,,Travel,P2016,,ORG,@auto
8017,2016,516577,D152502,N00000019,DO,,,A40,9,01/20/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8019,2016,516677,D153462,N00000019,DO,,,U10,40,01/05/2016,,CA,941071366,,,,Shipping,P2016,,ORG,@new
8020,2016,516694,D153682,N00000019,DO,,,A40,126,01/09/2016,,OK,731260120,,,,Travel,P2016,,ORG,@auto
8021,2016,516703,D153832,N00000019,DO,,,A40,563,01/21/2016,,UT,841300321,,,,Travel,P2016,,ORG,@auto
8022,2016,516797,D152083,N00000019,DO,,,A40,9,01/02/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8023,2016,516827,D152423,N00000019,DO,,,A40,22,01/15/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8024,2016,516862,D153613,N00000019,DO,,,A40,133,01/13/2016,,VA,221023388,,,,Travel,P2016,,ORG,@auto
8025,2016,516936,D153453,N00000019,DO,,,U10,7,01/04/2016,,CA,941071366,,,,Shipping,P2016,,ORG,@new
8026,2016,516992,D154183,N00000019,DO,,,A40,260,01/10/2016,Dallas,TX,752351908,,,,Travel,P2016,,ORG,@auto
8027,2016,517026,D154603,N00000019,DO,,Zendesk,U20,76,01/30/2016,,CA,941031612,,,,Software,P2016,,ORG,@new
8028,2016,517060,D152014,N00000019,DO,,,A40,375,01/26/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8029,2016,517064,D152054,N00000019,DO,,,A40,527,01/29/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8030,2016,517078,D152214,N00000019,DO,,,A40,9,01/08/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8031,2016,517123,D152984,N00000019,DO,,,A40,331,01/27/2016,Rockville,MD,208505140,,,,Travel,P2016,,ORG,@auto
8032,2016,517180,D153074,N00000019,DO,,,A40,278,01/05/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
8033,2016,517210,D153434,N00000019,DO,,,A40,250,01/29/2016,Bellevue,WA,980045703,,,,Travel,P2016,,ORG,@auto
8034,2016,517223,D153574,N00000019,DO,,,U10,20920,01/25/2016,,IA,503132128,,,,Printing,P2016,,ORG,@new
8035,2016,517226,D153614,N00000019,DO,,,A40,623,01/13/2016,,VA,221023388,,,,Travel,P2016,,ORG,@auto
8037,2016,517264,D154164,N00000019,DO,,,A40,212,01/21/2016,,IA,503095100,,,,Transportation,P2016,,ORG,@auto
8038,2016,517322,D151855,N00000019,DO,,,A40,218,01/07/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8040,2016,517465,D153245,N00000019,DO,,,A40,168,01/29/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
8041,2016,517505,D153685,N00000019,DO,,,A40,3,01/09/2016,,OK,731260120,,,,Travel,P2016,,ORG,@auto
8043,2016,517734,D153186,N00000019,DO,,,A40,457,01/18/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
8044,2016,517781,D153836,N00000019,DO,,,A40,537,01/29/2016,,UT,841300321,,,,Travel,P2016,,ORG,@auto
8045,2016,517814,D154246,N00000019,DO,,,A40,98,02/01/2016,Miramar,FL,330256542,,,,Travel,P2016,,ORG,@auto
8046,2016,517825,D154376,N00000019,DO,,,A40,10,01/29/2016,,NY,100182500,,,,Travel,P2016,,ORG,@auto
8047,2016,517866,D151867,N00000019,DO,,,A40,232,01/08/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8048,2016,517967,D152767,N00000019,DO,,,A40,65,01/13/2016,Parsippany,NJ,070543826,,,,Travel,P2016,,ORG,@auto
8049,2016,517998,D153127,N00000019,DO,,,A40,155,01/11/2016,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
8050,2016,518040,D153647,N00000019,DO,,,A40,133,01/26/2016,,VA,221023388,,,,Travel,P2016,,ORG,@auto
8051,2016,518096,D154397,N00000019,DO,,,A40,10,01/29/2016,,NY,100182500,,,,Travel,P2016,,ORG,@auto
8052,2016,518143,D151988,N00000019,DO,,,A40,145,01/22/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8053,2016,518149,D152078,N00000019,DO,,,A40,9,01/02/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8054,2016,518178,D152398,N00000019,DO,,,A40,22,01/14/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8055,2016,518250,D152938,N00000019,DO,,,A70,115,01/16/2016,,MO,631790086,,,,Utilities,P2016,,ORG,@auto
8057,2016,518406,D151929,N00000019,DO,,,A40,200,01/14/2016,,TX,761552605,,,,Travel,P2016,,ORG,@auto
8058,2016,518444,D152379,N00000019,DO,,,A40,9,01/14/2016,Newark,NJ,071011270,,,,Travel,P2016,,ORG,@auto
8059,2016,518590,D153829,N00000019,DO,,,A40,22,01/18/2016,,UT,841300321,,,,Travel,P2016,,ORG,@auto
8060,2016,518628,D154289,N00000019,DO,,,A40,184,01/26/2016,Concord,NH,033013831,,,,Travel,P2016,,ORG,@auto
8061,2016,518787,D165603,N00000019,DO,,Popupbanner,U10,423,02/12/2016,,FL,334421530,,,,Printing,P2016,,ORG,@new
8063,2016,518851,D165395,N00000019,DO,,,A40,94,02/26/2016,,VA,221023388,,,,Travel,P2016,,ORG,@auto
8064,2016,518870,D165373,N00000019,DO,,,U10,50,02/18/2016,Framingham,MA,017024478,,,,Printing,P2016,,ORG,@new
8065,2016,518879,D165380,N00000019,DO,,Uber,A40,77,02/18/2016,,NY,111012917,,,,Travel,P2016,,ORG,@auto
8078,2016,520007,B9364A116E86C41F8A05,N00005883,RI,,,U10,32,03/25/2015,Memphis,TN,381181534,,,,Shipping,P2016,,ORG,@new
8080,2016,520053,B98A5602BC4B848E4B8E,N00005883,RI,,,A30,298,12/18/2014,Washington,DC,200031804,,,,Meals,P2016,,ORG,@new
8081,2016,520064,B84DDB7FB39A24FA491E,N00005883,RI,,,A40,16,12/30/2014,,MO,,,,,Transportation,P2016,,ORG,@auto
8082,2016,520067,BDB8F9BDBE5C14279A89,N00005883,RI,,,U10,174,12/30/2014,,MO,,,,,Postage,P2016,,ORG,@auto
8083,2016,520112,B94E91C67A5934625A49,N00005883,RI,,,A30,10,02/07/2015,,TX,773815208,,,,Meal,P2016,,ORG,@new
8085,2016,520281,B95FFBF04B48445BFBB3,N00005883,RI,,,W10,500,10/22/2015,Humble,TX,773462136,,,,Salary,P2016,,IND,@auto
8087,2016,520348,B3D7C244C076344CC9A3,N00005883,RI,,,A40,30,10/07/2015,,CA,941051611,,,,Transportation,P2016,,ORG,@auto
8088,2016,520361,BB9F07F279CA246A59C1,N00005883,RI,,,A40,20,10/13/2015,Houston,TX,770325575,,,,Parking,P2016,,ORG,@new
8090,2016,520455,B602CA49268644A6CAAF,N00005883,RI,,,A30,604,09/10/2015,Washington,DC,200031107,,,,Meal,P2016,,ORG,@new
8100,2016,520807,BDD145DCE8F8D448AA51,N00005883,RI,,,A30,5,02/04/2016,Washington,DC,200033599,,,,Meal,G2016,,ORG,@new
8101,2016,520837,B412B628FCACF4E3E8A2,N00005883,RI,,,A30,43,01/22/2016,,TX,773814368,,,,Meal,G2016,,ORG,@new
8114,2016,521604,VQZDHA6SG44,N00003813,DI,,,W10,415,01/29/2016,Indianapolis,IN,,,,,Taxes,P2016,,ORG,@new
8116,2016,521784,D642548,N00024842,DI,,,A40,452,04/11/2016,Tulsa,OK,,,,,Travel,O2016,Convention,ORG,@auto
8120,2016,521926,B55BCC487DAB1400089A,N00009778,RL,,,U10,500,01/01/2016,Washington,DC,202600004,,,,postage,P2016,,ORG,@new
8124,2016,522150,BA77871569CFC4BE8B3B,N00009778,RL,,,A40,168,12/09/2015,Kokomo,IN,469015637,,,,Hotel,P2016,,ORG,@auto
