,Unnamed: 0,Cycle,ID,TransID,CRPFilerid,Recipcode,Pacshort,CRPRecipname,Expcode,Amount,Date,City,State,Zip,CmteID_EF,Candid,Type,Descrip,PG,ElecOther,EntType,Source
99,324,2016,210807,B5446F6B424E8450B8CB,N00009699,RI,,,F10,6,05/04/2015,Columbus,OH,432151127,,,,postag,P2016,,ORG,@new
100,328,2016,212513,B0D5389E4C5994A75945,N00006263,RI,,,A70,96,04/14/2015,Bellevue,WA,980099681,,,,telephon,P2016,,ORG,@new
101,334,2016,216743,SB17387416,N00024759,RI,,,U10,52,04/06/2015,Anniston,AL,,,,,postag,P2016,,ORG,@auto
102,340,2016,219238,B362A791B464E41139EF,N00036155,RI,,Amtrak,A40,26,01/17/2015,Washington,DC,,,,,travel,P2016,,ORG,@auto
103,343,2016,220809,SB1710831,N00030602,RI,,,F30,540,05/29/2015,Washington,DC,,,,,cater,,,ORG,@new
104,352,2016,223866,VNH479ZB802,N00036097,DI,,,A40,11,06/17/2015,Washington,DC,200013248,,,,travel,P2015,,ORG,@auto
105,355,2016,226088,B70F092323D27406C931,N00031103,RI,,,W10,1834,06/30/2015,Gurnee,IL,600311671,,,,salari,,,IND,@auto
106,357,2016,226890,SB17-EX2496,N00031513,RL,,,F30,1926,04/14/2015,Washington,DC,,,,,food/beverag,P2016,,ORG,@new2
107,358,2016,226915,D463469,N00030856,DI,,,F30,290,05/27/2015,,CA,952499585,,,,cater,,,ORG,@new
108,366,2016,235587,BA62C617142BC4566B32,N00033527,RI,,,A40,496,05/19/2015,,TX,761552605,,,,airfar,P2016,,ORG,@auto
109,369,2016,237953,VPEBZ9Z49A3,N00009724,DI,,,W10,87,04/16/2015,,RI,028525160,,,,payrol,P2016,,IND,@auto
110,370,2016,238668,B1A3E2BA318914935894,N00027462,RI,,,A40,645,05/15/2015,Chicago,IL,606660100,,,,airfar,P2016,,ORG,@auto
111,376,2016,240898,D628065,C00167320,DP,,,W10,1955,06/16/2015,Hartford,CT,,,,,payrol,,,IND,@auto
112,381,2016,245207,SB17I8607,N00026885,RI,,CMDI,F20,789,03/19/2015,,VA,,,,,softwar,,,ORG,@new
113,388,2016,250635,SB174178,N00038810,DL,,,A70,1200,02/16/2016,McAllen,TX,785042571,,,,rent,P2016,,IND,@auto
114,400,2016,258782,B-S-215,C00541011,RP,,,W10,1403,12/10/2015,Washington,DC,200096864,,,,payrol,O2015,,IND,@auto
115,404,2016,260495,B8EB5E20F1D4E4717B32,N00031064,RI,,,W10,1501,02/26/2016,,PA,193802526,,,,payrol,,,IND,@auto
116,411,2016,265154,D522102,N00007727,DI,,,W10,2801,03/30/2016,Portland,OR,972323204,,,,payrol,,,IND,@auto
117,414,2016,266711,B1D9B2E26353D4A92BA2,N00000743,RI,,,A70,27,03/10/2016,Charlotte,NC,282960064,,,,telephon,,,ORG,@new
118,417,2016,270116,BE5BCB22B7E9244F8874,N00027229,RI,,,A40,366,01/11/2016,Bellevue,WA,,,,,airfar,G2014,,ORG,@auto
119,420,2016,272143,D587697,N00029891,DI,,,F30,564,01/06/2016,Washington,DC,200053773,,,,event/cat,P2016,,ORG,@new
120,421,2016,272256,VPEGNA1FCA2,N00033240,DO,,,M20,350,03/14/2016,Chicago,IL,606591841,,,,advertis,P2016,,ORG,@new
121,422,2016,272938,SB17-EX16,N00038845,RO,,Dc-Taxi,A40,23,02/14/2016,Washington,DC,,,,,travel,P2016,,ORG,@auto
122,426,2016,277785,VPE88A1RN61,N00001311,DI,,,R20,1000,02/24/2016,Brooklyn,NY,112013875,,,,contribut,P2016,,ORG,@new2
123,428,2016,279667,VNTT19ST1W4,N00033530,DC,,,A70,1404,01/04/2016,,NV,891134427,,,,rent,P2016,,ORG,@auto
124,432,2016,284043,B98B9EFF3DA99420F95C,N00012739,RI,,Gogoair.Com,A40,50,02/04/2016,Itasca,IL,601431216,,,,travel,,,ORG,@auto
125,434,2016,286634,VN7G79VPGM4,N00038638,DL,,,U10,1822,03/31/2016,,IA,,,,,print,P2016,,ORG,@new
126,437,2016,289859,SB30B308590,C00001305,RP,,,W10,1629,03/31/2016,Manakin-Sabot,VA,,,,,salari,,,IND,@auto
127,441,2016,291583,B59B00A9B60F44FC8BE3,N00031502,RI,,,A30,54,03/02/2016,Washington,DC,200073717,,,,meal,P2016,,ORG,@new
128,443,2016,293356,60314E235180,C00099259,RP,,,W10,1933,03/14/2016,,FL,,,,,fea:payrol,,,IND,@new
129,444,2016,294731,SB21B-289779,C00010603,DP,,,W10,1758,03/31/2016,Washington,DC,,,,,salari,,,IND,@auto
130,449,2016,297273,SB21B-942935,C00000935,DP,,,A40,6307,03/18/2016,Washington,DC,,,,,travel,,,ORG,@auto
131,450,2016,297720,SB21B-942846-20000,C00000935,DP,,,A40,25,02/09/2016,,NV,,,,,travel,,,ORG,@auto
132,451,2016,297944,SB21B-942559,C00000935,DP,,,W10,3915,03/25/2016,Homestead,FL,,,,,payrol,,,IND,@auto
133,452,2016,298190,SB22-941825,C00000935,DP,,,T20,2450,03/04/2016,Lincoln,NE,,C00003988,,,transfer,,,PTY,@new2
134,454,2016,300378,SB23I25954,N00030612,RI,,,W10,1063,03/15/2016,WASHINGTON,DC,,,,,salari,,,IND,@auto
135,455,2016,300555,SB23I25996,N00030612,RI,,,W10,2154,03/15/2016,WASHINGTON,DC,,,,,salari,,,IND,@auto
136,456,2016,300869,SB23I26728,N00030612,RI,,Uber,A40,17,03/07/2016,WASHINGTON,DC,,,,,transport,,,ORG,@auto
137,457,2016,301189,SB23I26576,N00030612,RI,,Uber,A40,5,03/20/2016,WASHINGTON,DC,,,,,transport,,,ORG,@auto
138,458,2016,301319,SB23I27151,N00030612,RI,,,A40,360,03/03/2016,ATLANTA,GA,,,,,airfar,,,ORG,@auto
139,461,2016,305329,D170884,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,phone,P2016,,IND,@new
140,462,2016,305997,D178086,N00000019,DO,,,W10,1100,03/30/2016,,MD,211463444,,,,payrol,P2016,,IND,@auto
141,463,2016,306467,D172247,N00000019,DO,,,A70,30,03/15/2016,,NY,101855256,,,,phone,P2016,,IND,@new
142,464,2016,307760,D174980,N00000019,DO,,,A40,27,02/14/2016,,OK,731260120,,,,travel,P2016,,ORG,@auto
143,465,2016,307828,D175640,N00000019,DO,,,A40,106,02/21/2016,Parsippany,NJ,070543826,,,,travel,P2016,,ORG,@auto
144,466,2016,308037,D176681,N00000019,DO,,,A40,324,02/08/2016,Dallas,TX,752351908,,,,travel,P2016,,ORG,@auto
145,469,2016,314677,VPE83A15QR7,N00000528,DO,,,W10,740,03/16/2016,,SC,297322580,,,,payrol,P2016,,IND,@auto
146,471,2016,316136,B316A64F826D54AE8A22,N00030836,RI,,,A40,1473,03/08/2016,DALLAS,TX,752351908,,,,airfar,P2016,,ORG,@auto
147,473,2016,318216,VQBGB9HJ2N3,N00037007,DL,,,W10,1151,07/16/2015,Freeport,IL,610324029,,,,salari,P2016,,IND,@auto
148,474,2016,318271,SB23CCUV10248,N00009975,RI,,,A40,347,07/27/2015,BETHESDA,MD,,,,,travel,,,ORG,@auto
149,478,2016,320015,SB23CCUV8221,N00009975,RI,,,A40,253,06/08/2015,MCLEAN,VA,,,,,travel,,,ORG,@auto
150,479,2016,320100,SB23CCUV7985,N00009975,RI,,,A30,6,06/08/2015,,IL,,,,,food/beverag,,,ORG,@new
151,480,2016,320108,SB23CCUV8097,N00009975,RI,,,A40,13,06/08/2015,,NY,,,,,travel,,,ORG,@auto
152,481,2016,320816,SB1785891,N00031545,RI,,,F30,1625,03/11/2015,Washington,DC,,,,,cater,,,ORG,@new
153,482,2016,321289,21b-01-17075-32956,C00011197,DP,,,A40,75,08/27/2015,Georgetown,KY,,,,,mileag,,,IND,@auto
154,484,2016,323278,2015M09L2100225,C00003418,RP,,,W10,200,08/07/2015,AKRON,OH,,,,,stipend,,,IND,@new
155,489,2016,329573,SB21B68356,C00354332,DP,,,A70,585,07/31/2015,Lansing,MI,,,,,rent,,,ORG,@auto
156,490,2016,329634,2015M08L21PA00306,C00003418,RP,,,W10,1389,07/31/2015,WASHINGTON,DC,,,,,payrol,,,IND,@auto
157,495,2016,332213,2015M08L2101056,C00003418,RP,,,W10,200,07/24/2015,LEWISBURG,PA,,,,,stipend,,,IND,@new
158,500,2016,334537,SB21CCUV20054,C00075820,RP,,Hotels.Com,A40,455,07/10/2015,DALLAS,TX,,,,,travel,,,ORG,@auto
159,511,2016,340797,D6702,N00000019,DO,,,A70,60,06/30/2015,,NY,101855256,,,,phone,P2016,,IND,@new
160,513,2016,341160,D7223,N00000019,DO,,,W10,1276,05/15/2015,,NY,101855256,,,,payrol,P2016,,IND,@auto
161,515,2016,341880,D4055,N00000019,DO,,,W10,2133,05/29/2015,,NY,101855256,,,,payrol,P2016,,IND,@auto
162,516,2016,342562,D3677,N00000019,DO,,,W10,1587,05/29/2015,,NY,101855256,,,,payrol,P2016,,IND,@auto
163,517,2016,342793,D7348,N00000019,DO,,,W10,1147,05/15/2015,,NY,101855256,,,,payrol,P2016,,IND,@auto
164,518,2016,343989,D5832,N00000019,DO,,,A40,173,05/21/2015,Burlingame,CA,940102000,,,,travel,P2016,,ORG,@auto
165,519,2016,345940,SB23I17143,N00030612,RI,,,A40,-475,10/16/2015,DALLAS,TX,,,,,airfar,,,ORG,@auto
166,520,2016,346489,SB23I17390,N00030612,RI,,Mgm,A40,1286,11/06/2015,,NV,,,,,lodg,,,ORG,@auto
167,521,2016,347114,SB23I17871,N00030612,RI,,,A40,170,12/04/2015,MAHWAH,NJ,074302230,,,,lodg,,,ORG,@auto
168,522,2016,347324,SB23I2377,N00037008,RL,,,A40,1010,11/13/2015,WASHINGTON,DC,,,,,lodg,P2016,,ORG,@auto
169,524,2016,347957,SB23I15485,N00030612,RI,,,A40,288,12/12/2015,,TX,,,,,airfar,,,ORG,@auto
170,525,2016,349559,SB23I16188,N00030612,RI,,,A40,12,11/11/2015,,NY,100042736,,,,transport,,,ORG,@auto
171,527,2016,350723,SB23I2078,N00037008,RL,,,W10,4048,11/13/2015,CLARK,NJ,,,,,payrol,P2016,,IND,@auto
172,528,2016,350912,SB2398520,N00009975,RI,,,W10,2199,10/05/2015,,NY,,,,,payrol,,,IND,@auto
173,529,2016,350939,SB23I13745,N00030612,RI,,,W10,1462,10/15/2015,WASHINGTON,DC,,,,,salari,,,IND,@auto
174,531,2016,353743,SB23I2203,N00037008,RL,,,A70,205,11/30/2015,ROCKAWAY,NJ,,,,,util,P2016,,ORG,@auto
175,532,2016,353982,SB23DCUV43383,N00009975,RI,,,A40,427,10/29/2015,PARSIPPANY,NJ,,,,,travel,,,ORG,@auto
176,538,2016,361642,SB17-EX2989,N00033399,RI,,Uber,A40,0,11/27/2015,,CA,,,,,transport,P2016,,ORG,@auto
177,539,2016,362201,D584153,C00025254,DP,,,W10,156,12/17/2015,,MN,551043813,,,,payrol,,,IND,@auto
178,541,2016,362738,22-24-00004-00004,C00167346,DP,,,T10,20600,12/02/2015,Washington,DC,,,,,transfer,,,COM,@new2
179,549,2016,367899,B0F56EABF4689440986F,N00000743,RI,,,A40,150,11/16/2015,Sussex,NJ,074612623,,,,mileag,,,IND,@auto
180,550,2016,369361,SB21B10886,C00033134,RP,,,W10,1220,12/10/2015,,CO,,,,,payrol,,,IND,@auto
181,552,2016,369975,BF82E80FF284842D8A19,N00026160,RI,,,U10,135,12/04/2015,Atlanta,GA,303393179,,,,ship,,,ORG,@new
182,554,2016,371286,VPEE2A0YG70,N00036944,DC,,,W10,388,12/15/2015,,NJ,074421810,,,,payrol,P2016,,IND,@auto
183,556,2016,373281,B96B7AEBEE4904EE29DC,N00026627,RI,,,A30,759,10/03/2015,Gastonia,NC,280547501,,,,food/beverag,P2016,,ORG,@new
184,557,2016,373647,B1C58D22036304A50816,N00001811,RI,,,A40,213,10/26/2015,Atlanta,GA,303206001,,,,airfar,P2016,,ORG,@auto
185,558,2016,376230,SB21B-287035,C00010603,DP,,,W10,1203,12/15/2015,Washington,DC,,,,,salari,,,IND,@auto
186,561,2016,377093,D34982,C00010603,DP,,,N10,50,12/01/2015,Atlanta,GA,303071242,,,,chargeback,G2015,,IND,@new
187,566,2016,380964,D12020,N00000019,DO,,,A70,60,08/31/2015,,NY,101855256,,,,phone,P2016,,IND,@new
188,568,2016,381261,D19128,N00000019,DO,,Bcmp,A70,1150,09/03/2015,Berlin,NH,035702417,,,,rent,P2016,,ORG,@auto
189,572,2016,382288,D434452,C00143230,DP,,,W10,573,07/29/2015,Syracuse,NY,,,,,wage,,,IND,@auto
190,574,2016,385184,D17760,N00000019,DO,,,A70,60,09/30/2015,,NY,101855256,,,,phone,P2016,,IND,@new
191,576,2016,385877,D16032,N00000019,DO,,,W10,69714,07/31/2015,,NY,100052433,,,,insur,P2016,,ORG,@new
192,577,2016,385880,D11262,N00000019,DO,,,W10,1586,08/31/2015,,NY,101855256,,,,payrol,P2016,,IND,@auto
193,578,2016,385935,D9963,N00000019,DO,,,A70,60,07/31/2015,,NY,101855256,,,,phone,P2016,,IND,@new
194,585,2016,389678,SB17I1061,N00033814,RI,,,A40,53,07/07/2015,CHARLESTON,WV,,,,,travel,,,ORG,@auto
195,586,2016,390115,SB21B-285427,C00010603,DP,,,A70,314,10/07/2015,ANCHORAGE,AK,,,,,rent,,,ORG,@auto
196,587,2016,390126,SB21B-285439,C00010603,DP,,,F10,2374,10/08/2015,,CA,,,,,telemarket,,,ORG,@new
197,589,2016,390836,SB21B-286341,C00010603,DP,,,W10,2272,11/13/2015,Washington,DC,,,,,salari,,,IND,@auto
198,591,2016,393795,D17501,N00000019,DO,,,A70,60,09/30/2015,,NY,101855256,,,,phone,P2016,,IND,@new
199,592,2016,394336,D12836,N00000019,DO,,,W10,721,07/17/2015,,NY,101855256,,,,payrol,P2016,,IND,@auto
200,594,2016,395014,D11479,N00000019,DO,,,A70,60,08/31/2015,,NY,101855256,,,,phone,P2016,,IND,@new
201,608,2016,409683,SB21B-286023,C00010603,DP,,,W10,2082,10/30/2015,Washington,DC,,,,,salari,,,IND,@auto
202,610,2016,410126,B38EA7E7866B344359B3,N00009778,RL,,,A40,572,08/16/2015,Chicago,IL,606612559,,,,airfar,P2016,,ORG,@auto
203,612,2016,411014,D10097,N00000019,DO,,,A70,60,07/31/2015,,NY,101855256,,,,phone,P2016,,IND,@new
204,616,2016,415102,SB21B-286537,C00010603,DP,,,F10,1912,11/18/2015,Oakland,CA,,,,,telemarket,,,ORG,@new
205,618,2016,416500,VN81E9V9YB8,N00027751,DI,,,A70,130,10/21/2015,Baltimore,MD,212091601,,,,storag,P2016,,ORG,@new
206,624,2016,421192,D16549,N00000019,DO,,,A40,48,07/31/2015,Parsippany,NJ,070543826,,,,travel,P2016,,ORG,@auto
207,625,2016,421271,D13203,N00000019,DO,,,A40,28,08/25/2015,,TX,761552605,,,,travel,P2016,,ORG,@auto
208,626,2016,421447,D18959,N00000019,DO,,,A40,-325,08/31/2015,,NY,101855256,,,,travel,P2016,,IND,@auto
209,627,2016,421649,D16836,N00000019,DO,,,A40,219,06/18/2015,,IA,503094703,,,,travel,P2016,,ORG,@auto
210,628,2016,423078,D10227,N00000019,DO,,,A70,60,07/31/2015,,NY,101855256,,,,phone,P2016,,IND,@new
211,631,2016,425851,SB21-0043777,C00075820,RP,,,W10,2823,06/30/2015,WASHINGTON,DC,,,,,payrol,,,IND,@auto
212,634,2016,428647,SB23I11658,N00030612,RI,,,A40,8,09/21/2015,,CA,,,,,transport,,,ORG,@auto
213,640,2016,434914,BD237464BB75F4829A76,N00037426,RL,,,W10,1000,08/03/2015,Carmel,IN,460324210,,,,salari,P2016,,IND,@auto
214,645,2016,438675,SB23I13052,N00030612,RI,,,A40,230,09/08/2015,,TX,,,,,airfar,,,ORG,@auto
215,648,2016,442294,SB234837,N00007539,RL,,,W10,1563,06/30/2015,Fayetteville,AR,,,,,payrol,P2016,,IND,@auto
216,649,2016,442562,D515379,C00040857,DP,,,F30,60,09/19/2015,,MI,,,,,bingo,,,IND,@new
217,651,2016,444783,30b-01-10154-17130,C00165688,DP,,,W10,2301,09/29/2015,Raleigh,NC,,,,,payrol,,,IND,@auto
218,656,2016,452065,SB21-0045336,C00075820,RP,,,W10,2918,10/30/2015,WASHINGTON,DC,,,,,payrol,,,IND,@auto
219,659,2016,452943,SBCCUV44489,N00003675,RI,,,A30,51,08/15/2015,,OH,,,,,food/beverag,,,ORG,@new
220,660,2016,454674,2015M11L21PA00384,C00003418,RP,,,W10,1154,10/30/2015,WASHINGTON,DC,,,,,payrol,,,IND,@auto
221,663,2016,456810,SB21B-938489,C00000935,DP,,,W10,2630,10/23/2015,Washington,DC,,,,,payrol,,,IND,@auto
222,666,2016,458645,SB171087,N00035523,RI,,,W10,1190,09/18/2015,CASTLETON,NY,,,,,payrol,,,IND,@auto
223,669,2016,460436,2015M06L21PA00033,C00003418,RP,,,W10,1607,05/15/2015,WASHINGTON,DC,,,,,payrol,,,IND,@auto
224,670,2016,461766,2015M07L21PA00211,C00003418,RP,,,W10,1823,06/30/2015,WASHINGTON,DC,,,,,payrol,,,IND,@auto
225,682,2016,468976,SB21B71970,C00354332,DP,,,W10,164,12/29/2015,Warren,MI,,,,,payrol,,,IND,@auto
226,691,2016,473124,2015M04L21PA00176,C00003418,RP,,,W10,2878,03/13/2015,WASHINGTON,DC,,,,,payrol,,,IND,@auto
227,694,2016,474987,VN7PT9VDTY6,N00035410,DC,,,W10,1669,11/13/2015,,IA,,,,,salari,P2016,,IND,@auto
228,695,2016,475148,0013496,N00029736,RI,,,W10,6720,12/01/2015,,PA,,,,,payrol,P2016,,ORG,@auto
229,698,2016,476450,VPEGNA09AR7,N00033240,DO,,,A40,499,10/02/2015,Chicago,IL,606011712,,,,travelairfar,P2016,,ORG,@new
230,700,2016,479162,SB23I4001,N00037006,RL,,,W10,2135,08/14/2015,MIAMI,FL,,,,,payrol,P2016,,IND,@auto
231,704,2016,480449,SB23I5009,N00037006,RL,,,A40,55,08/07/2015,DALLAS,TX,,,,,travel,P2016,,ORG,@auto
232,705,2016,480462,SB23I5023,N00037006,RL,,,A40,305,08/07/2015,ATLANTA,GA,,,,,airfar,P2016,,ORG,@auto
233,707,2016,481865,SB23I4736,N00037006,RL,,,A40,30,08/14/2015,DALLAS,TX,,,,,travel,P2016,,ORG,@auto
234,728,2016,493941,SB254681,N00038339,DN,,,M00,1200,11/10/2015,,,,C00588426,,,advertis,P2016,,IND,@new
235,729,2016,495154,SB23I3198,N00037008,RL,,,W10,2186,01/13/2016,SOMERVILLE,NJ,,,,,payrol,P2016,,IND,@auto
236,731,2016,496511,SB21B-288236,C00010603,DP,,,W10,1855,01/29/2016,Washington,DC,,,,,salari,,,IND,@auto
237,736,2016,500178,BB9ED8AF246B14E9EB3A,N00001380,RL,,,A40,189,01/29/2016,,NV,891098941,,,,travel/lodg,P2016,,ORG,@auto
238,738,2016,500674,SB171215,N00031348,RL,,,W10,4142,01/29/2016,ALEXANDRIA,VA,,,,,payrol,,,IND,@auto
239,740,2016,501699,SB23990355,N00033085,RI,,,W10,1000,01/20/2016,HOUSTON,TX,,,,,payrol,,,IND,@auto
240,742,2016,502801,SB23I19415,N00030612,RI,,,A40,93,01/04/2016,,TX,,,,,airfar,,,ORG,@auto
241,743,2016,503574,SB23I21473,N00030612,RI,,,A40,33,01/12/2016,DALLAS,TX,,,,,airfar,,,ORG,@auto
242,745,2016,504465,SB23I20470,N00030612,RI,,Uber,A40,14,01/11/2016,,CA,,,,,transport,,,ORG,@auto
243,746,2016,504630,SB23I20611,N00030612,RI,,,A40,149,01/15/2016,MAHWAH,NJ,074302230,,,,lodg,,,ORG,@auto
244,747,2016,505163,SB23I21144,N00030612,RI,,Uber,A40,7,01/11/2016,,CA,,,,,transport,,,ORG,@auto
245,748,2016,506483,VQBGB9HNQ57,N00037007,DL,,,U10,229,01/01/2016,Atlanta,GA,303283474,,,,ship,P2016,,ORG,@new
246,749,2016,507262,B-142,N00038755,RL,,,U10,49,02/16/2016,Hamilton,OH,,,,,postag,S2016,,COM,@auto
247,756,2016,509063,SB23CCUV37298,N00036973,RL,,,A40,4035,02/03/2016,,IA,,,,,travel,,,ORG,@auto
248,758,2016,512622,D137905,N00000019,DO,,,W10,1019,02/15/2016,,NY,101855256,,,,payrol,P2016,,IND,@auto
249,759,2016,512902,D147396,N00000019,DO,,,A70,30,02/29/2016,,NY,101855256,,,,phone,P2016,,IND,@new
250,760,2016,515034,D150144,N00000019,DO,,,A40,9,12/04/2015,Newark,NJ,071011270,,,,travel,P2016,,ORG,@auto
251,761,2016,516055,D152610,N00000019,DO,,,A40,9,01/26/2016,Newark,NJ,071011270,,,,travel,P2016,,ORG,@auto
252,762,2016,517274,D154274,N00000019,DO,,,A40,148,01/26/2016,,MN,551201128,,,,travel,P2016,,ORG,@auto
253,763,2016,517495,D153575,N00000019,DO,,,U10,1035,01/29/2016,,IA,503132128,,,,print,P2016,,ORG,@new
254,764,2016,518047,D153787,N00000019,DO,,,A40,159,01/31/2016,,VA,221023388,,,,travel,P2016,,ORG,@auto
255,767,2016,521618,VQZDHA7GQY3,N00003813,DI,,,U60,60,01/06/2016,Merrillville,IN,464103451,,,,flower,P2016,,ORG,@new
256,768,2016,522755,VQZ8SA68Q91,N00037530,DC,,,A70,550,12/07/2015,,SD,571063143,,,,rent,P2016,,ORG,@auto
257,770,2016,524280,BC1934639BCED4162814,N00009778,RL,,,W10,3028,02/29/2016,Columbus,OH,432154037,,,,salari,P2016,,ORG,@auto
258,771,2016,526308,D523260,N00007727,DI,,,F30,7469,04/22/2016,Washington,DC,,,,,cater,,,ORG,@new
259,776,2016,527763,SB17I202,N00038259,RO,,,W10,200,04/25/2016,FULTON,KY,,,,,payrol,,,ORG,@auto
260,778,2016,528920,SB256048,N00038339,DN,,,M30,250,04/13/2016,,CA,,C00588426,,,advertis,P2016,,ORG,@new
261,779,2016,529018,D522332,N00027035,DI,,,A30,72,02/03/2016,Washington,DC,,,,,meal,P2016,,ORG,@new
262,781,2016,530451,SB23UV34670,N00033085,RI,,,A40,16,02/03/2016,,IA,,,,,travel,,,ORG,@auto
263,788,2016,536227,SB23I9362,N00037006,RL,,,W10,1925,10/31/2015,MIAMI,FL,,,,,payrol,P2016,,IND,@auto
264,792,2016,540039,SB23I19381,N00037006,RL,,,A70,34,10/30/2015,ATLANTA,GA,,,,,util,P2016,,ORG,@auto
265,793,2016,540119,SB23I17938,N00037006,RL,,,A40,68,11/06/2015,DALLAS,TX,,,,,airfar,P2016,,ORG,@auto
266,795,2016,540650,SB23I19872,N00037006,RL,,,A40,9,11/20/2015,DALLAS,TX,,,,,travel,P2016,,ORG,@auto
267,797,2016,543247,SB23I27741,N00037006,RL,,,W10,2535,02/12/2016,MIAMI,FL,,,,,payrol,P2016,,IND,@auto
268,800,2016,548139,D505865,C00013748,DP,,,U30,400,04/08/2016,Lincoln,ND,585049401,,,,event/entertain,,,IND,@new
269,801,2016,548739,SB23CCUV10372,N00036973,RL,,,A30,80,03/03/2016,HOUSTON,TX,,,,,food/beverag,,,ORG,@new
270,803,2016,549853,B35F6380D815E478E9D5,N00009778,RL,,Speedway,A40,21,03/09/2016,Springfield,OH,455011500,,,,ga,P2016,,ORG,@new
271,805,2016,551602,SB21-0047847,C00075820,RP,,,W10,1479,04/29/2016,WASHINGTON,DC,,,,,payrol,,,IND,@auto
272,806,2016,552545,SB21B-867,C00571133,DP,,,W10,3605,04/15/2016,PHILADELPHIA,PA,,,,,salari,,,IND,@auto
273,807,2016,553694,SB23UV341684,N00036973,RL,,,A40,647,01/05/2016,ATLANTA,GA,,,,,travel,,,ORG,@auto
274,808,2016,554045,SB23UV341202,N00036973,RL,,,A30,12,01/05/2016,STAMFORMD,CT,,,,,food/beverag,,,ORG,@new
275,812,2016,557066,VPE83A1CD35,N00000528,DO,,,W10,1450,04/29/2016,Canterbury,NH,032242702,,,,payrol,P2016,,IND,@auto
276,813,2016,557223,VPE83A1CBS6,N00000528,DO,,,W10,3306,04/29/2016,Tucson,AZ,857051143,,,,payrol,P2016,,IND,@auto
277,814,2016,557380,VPE83A1CB99,N00000528,DO,,,W10,1579,04/29/2016,Portland,ME,041025115,,,,payrol,P2016,,IND,@auto
278,820,2016,561419,B6BE6EEE1ABA24F4D9D7,C00038505,RP,,,A40,373,04/14/2016,Bedford,TX,,,,,airfar,,,ORG,@auto
279,821,2016,563030,SB21B-943714,C00000935,DP,,,W10,4778,04/25/2016,Washington,DC,,,,,payrol,,,IND,@auto
280,822,2016,563044,SB21B-943726,C00000935,DP,,,W10,2439,04/25/2016,Washington,DC,,,,,payrol,,,IND,@auto
281,824,2016,565071,D189011,N00000019,DO,,,W10,1039,04/29/2016,Gainesville,FL,326031529,,,,payrol,P2016,,IND,@auto
282,825,2016,566959,D188366,N00000019,DO,,,A70,30,04/29/2016,,NY,101855256,,,,phone,P2016,,IND,@new
283,827,2016,567348,D188487,N00000019,DO,,,A70,30,04/29/2016,,NY,101855256,,,,phone,P2016,,IND,@new
284,828,2016,568400,D193040,N00000019,DO,,,U10,212,03/08/2016,,CA,941071366,,,,ship,P2016,,ORG,@new
285,829,2016,568758,D193271,N00000019,DO,,,A40,137,03/13/2016,Parsippany,NJ,070543826,,,,travel,P2016,,ORG,@auto
286,830,2016,569198,D193532,N00000019,DO,,,A40,50,03/22/2016,,OK,731260120,,,,travel,P2016,,ORG,@auto
287,831,2016,569774,D193464,N00000019,DO,,,A40,36,03/24/2016,,NY,115770030,,,,travel,P2016,,ORG,@auto
288,832,2016,570519,D193056,N00000019,DO,,,A40,214,03/09/2016,,TX,761552605,,,,travel,P2016,,ORG,@auto
289,833,2016,571440,D193479,N00000019,DO,,,U10,40,03/17/2016,,CA,941071366,,,,ship,P2016,,ORG,@new
290,834,2016,571760,D199417,N00000019,DO,,,A40,28,04/18/2016,,VA,221023388,,,,travel,P2016,,ORG,@auto
291,837,2016,574366,BD5FD5498C81F451AB84,C00031088,RP,,,W10,1328,02/29/2016,,WA,993628287,,,,salari,,,IND,@auto
292,850,2016,581172,SB23363071,N00023864,RO,,,W10,1500,02/12/2016,,NY,,,,,payrol,P2016,,IND,@auto
293,851,2016,582671,SB17-EX4651,N00031127,RI,,Alphagraphics,U10,293,01/08/2016,Strongsville,OH,,,,,print,P2016,,ORG,@new
294,852,2016,582968,SBCCUV19476,N00033085,RI,,Uber,A40,82,07/03/2015,,CA,,,,,travel,,,ORG,@auto
295,859,2016,588136,30b-58-01459-03326,C00161786,DP,,,W10,1162,08/30/2015,Denver,CO,,,,,payrol,,,IND,@auto
296,860,2016,589350,B764F1CE4C73448DDBAC,N00031134,RI,,,U10,164,12/03/2015,,PA,190264816,,,,postag,P2016,,ORG,@auto
297,863,2016,590123,SB17I2083,N00031226,RI,,Speedway,A40,225,08/10/2015,SPRINGFIELD,OH,,,,,ga,,,ORG,@new
298,876,2016,595223,SB21B-936325-80000,C00000935,DP,,,A40,14,06/22/2015,,CA,,,,,travel,,,ORG,@auto
299,883,2016,599457,BF920775E06E04342975,N00004719,RI,,,U10,20,09/29/2015,Wheaton,IL,601875139,,,,postag,,,ORG,@auto
300,885,2016,600212,B9D2E448CD8A24A5A8DC,N00035007,RI,,,A40,1797,01/02/2016,,TX,,,,,flight,P2016,,ORG,@new
301,891,2016,604444,SB23I23787,N00030612,RI,,,A40,147,02/24/2016,,SC,,,,,lodg,,,ORG,@auto
302,892,2016,604470,SB23I24436,N00030612,RI,,Uber,A40,14,02/15/2016,,IL,,,,,transport,,,ORG,@auto
303,893,2016,604561,SB23I23035,N00030612,RI,,Amtrak,A40,152,02/27/2016,WASHINGTON,DC,205494285,,,,transport,,,ORG,@auto
